Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Compared to National,Denominator,Score,Start Date,End Date,EDAC_30_AMI Denominator,EDAC_30_AMI Score,EDAC_30_HF Denominator,EDAC_30_HF Score,EDAC_30_PN Denominator,EDAC_30_PN Score,OP_32 Denominator,OP_32 Score,OP_35_ADM Denominator,OP_35_ADM Score,OP_35_ED Denominator,OP_35_ED Score,OP_36 Denominator,OP_36 Score,READM_30_AMI Denominator,READM_30_AMI Score,READM_30_CABG Denominator,READM_30_CABG Score,READM_30_COPD Denominator,READM_30_COPD Score,READM_30_HF Denominator,READM_30_HF Score,READM_30_HIP_KNEE Denominator,READM_30_HIP_KNEE Score,READM_30_HOSP_WIDE Denominator,READM_30_HOSP_WIDE Score,READM_30_PN Denominator,READM_30_PN Score
111302,BLECKLEY MEMORIAL HOSPITAL,145 PEACOCK STREET,COCHRAN,GA,31014,Bleckley,(478) 934-6211,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111303,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,Jasper,(706) 468-6411,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111304,MORGAN MEDICAL CENTER,1740 LIONS CLUB ROAD,MADISON,GA,30650,Morgan,(706) 342-1667,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,50,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111305,MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,COLQUITT,GA,39837,Miller,(229) 758-4231,0,0,0,7/1/17,12/1/19,0,0,0,0,26,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16.4
111306,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,Effingham,(912) 754-0160,0,0,0,7/1/17,12/1/19,0,0,0,0,55,-2.9,129,17.1,60,12.2,60,6.1,74,0.9,0,0,0,0,0,0,0,0,0,0,37,15.3,55,16.6
111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,Clinch,(912) 487-5211,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111310,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,Peach,(478) 654-2000,1,0,0,7/1/17,12/1/19,0,0,35,31,40,-16.5,102,15.5,0,0,0,0,0,0,0,0,0,0,31,20.4,35,22.2,0,0,41,15.2,40,15.9
111311,JENKINS COUNTY MEDICAL CENTER,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,Jenkins,(478) 982-4221,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111312,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,Screven,(912) 564-7426,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,98,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,Putnam,(706) 485-2711,1,0,0,7/1/17,12/1/19,0,0,0,0,50,1.3,74,17,0,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,38,15.5,50,16.6
111314,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,Early,(229) 723-4241,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0
111316,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,Meriwether,(706) 655-9351,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111318,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,Monroe,(478) 994-2521,0,0,0,7/1/17,12/1/19,0,0,0,0,36,0.5,45,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16.5
111319,WELLSTAR SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,GA,30233,Butts,(770) 775-7861,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111320,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,Haralson,(770) 812-2000,0,0,0,7/1/17,12/1/19,0,0,0,0,50,-3.6,168,19.2,0,0,0,0,77,0.9,0,0,0,0,27,19.4,0,0,0,0,0,0,50,16.6
111323,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,Tattnall,(912) 557-1000,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,285,0.8,0,0,0,0,0,0,0,0,485,3.4,140,14.6,0,0
111324,CHATUGE REGIONAL HOSPITAL,110 S MAIN STREET,HIAWASSEE,GA,30546,Towns,(706) 896-2222,1,0,0,7/1/17,12/1/19,0,0,29,-14.8,84,-18.5,261,18.1,0,0,0,0,0,0,0,0,0,0,52,18.2,29,22.2,0,0,74,15.2,84,16.7
111325,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,WASHINGTON,GA,30673,Wilkes,(706) 678-9212,1,0,0,7/1/17,12/1/19,0,0,33,-8.4,55,8.1,61,15.9,0,0,0,0,0,0,0,0,0,0,0,0,33,21.8,0,0,40,16.7,55,17.4
111326,SGMC LANIER CAMPUS,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,Lanier,(229) 482-8402,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,Bacon,(912) 632-8961,0,0,0,7/1/17,12/1/19,0,0,31,-14,117,17.8,194,17.3,0,0,0,0,0,0,0,0,0,0,52,19.9,31,21.7,0,0,126,15.7,117,16.9
111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,Worth,(229) 777-3851,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111329,ST. MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,Greene,(706) 453-7331,1,0,0,7/1/17,12/1/19,0,0,63,2.2,92,-35.6,594,16.2,0,0,0,0,104,0.9,0,0,0,0,48,19.4,63,21.5,131,3.8,132,15.6,92,15.4
111330,POLK MEDICAL CENTER,2360 ROCKMART HIGHWAY,CEDARTOWN,GA,30125,Polk,(770) 748-2500,0,0,0,7/1/17,12/1/19,0,0,0,0,29,-28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16.2
111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,Mitchell,(229) 336-5284,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111332,BROOKS COUNTY HOSPITAL,903 N COURT STREET,QUITMAN,GA,31643,Brooks,(912) 263-4171,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111333,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,31539,Jeff Davis,(912) 375-7781,1,0,0,7/1/17,12/1/19,0,0,0,0,47,2.1,61,18.2,0,0,0,0,0,0,0,0,0,0,26,19.8,0,0,0,0,45,15.6,47,17.3
111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,Candler,(912) 685-5741,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,196,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15.5,0,0
111335,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,Liberty,(912) 369-9438,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,256,16.7,0,0,0,0,0,0,0,0,0,0,39,18.5,0,0,0,0,33,15.6,0,0
111336,MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,CLAYTON,GA,30525,Rabun,(706) 782-3100,1,0,0,7/1/17,12/1/19,0,0,0,0,70,-21.3,214,15.8,0,0,0,0,0,0,0,0,0,0,33,19.9,0,0,0,0,41,15.4,70,15.6
111337,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,Elbert,(706) 213-2535,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113300,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,"1405 CLIFTON ROAD, NE",ATLANTA,GA,30322,DeKalb,(404) 785-6101,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113301,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,Fulton,(404) 785-5252,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,Honolulu,(808) 538-9011,0,318,0.2,7/1/17,12/1/19,318,0.2,493,-3.1,652,-18.3,2195,18.9,225,13.1,225,7,831,1,318,16,99,10.9,167,18.5,493,20.7,280,3.8,2059,14.2,652,13.8
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,Maui,(808) 244-9056,0,80,-6.4,7/1/17,12/1/19,80,-6.4,107,40.5,171,11.4,343,17.1,77,10.6,77,6.6,121,1,80,15,0,0,88,19.7,107,21.9,26,3.8,460,15.3,171,16
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,Honolulu,(808) 621-8411,1,0,0,7/1/17,12/1/19,0,0,42,37.9,108,-30.5,79,15.8,0,0,0,0,0,0,0,0,0,0,30,19.7,42,22.9,0,0,66,14.9,108,14.9
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,Hawaii,(808) 932-3000,0,62,-22.6,7/1/17,12/1/19,62,-22.6,213,1.7,238,-0.4,0,0,115,10.5,115,4.9,207,1,62,15.1,0,0,184,19.3,213,22,45,3.9,548,14.9,238,15.9
120006,ADVENTIST HEALTH CASTLE,640 ULUKAHIKI ST,KAILUA,HI,96734,Honolulu,(808) 263-5142,0,127,-30.2,7/1/17,12/1/19,127,-30.2,100,23,228,2.5,99,20.6,46,13.6,46,7.3,86,1.1,127,15.3,0,0,57,19.3,100,23,189,4,426,15,228,16.2
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,Honolulu,(808) 536-2236,1,69,64.7,7/1/17,12/1/19,69,64.7,117,-12.7,327,-2.3,780,16.7,0,0,0,0,279,0.8,69,15.3,0,0,26,20.1,117,19.7,180,3.6,344,14.6,327,14.2
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,Honolulu,(808) 432-0000,1,0,0,7/1/17,12/1/19,0,0,39,35.6,44,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22.1,37,4,227,15,44,16.7
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,Kauai,(808) 245-1103,1,0,0,7/1/17,12/1/19,0,0,100,13.5,135,-7.7,774,18.2,65,11.6,65,8.4,234,1,0,0,0,0,37,19.3,100,22.9,88,3.6,279,15.4,135,16.7
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,Hawaii,(808) 322-9311,1,0,0,7/1/17,12/1/19,0,0,96,30.5,119,3.7,47,16.6,45,11.9,45,6.2,37,1.1,0,0,0,0,59,21.3,96,21.2,39,4,225,14.8,119,16.8
12001F,Tripler AMC (FT Shafter),1 Jarrett White Rd,Honolulu,HI,96859,Honolulu,(808) 433-2778,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,Honolulu,(808) 522-4000,0,178,-5.9,7/1/17,12/1/19,178,-5.9,211,-32.9,339,7.3,1328,14.3,185,11.3,185,5.9,585,0.9,178,14.4,61,10.9,50,21.1,211,19.2,216,3.9,641,14.4,339,15.4
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,Honolulu,(808) 486-6000,0,195,-16.1,7/1/17,12/1/19,195,-16.1,213,2.8,400,12.9,487,15.7,94,10.9,94,5.8,332,1,195,15.5,0,0,89,18.7,213,21.1,0,0,606,15.1,400,15.7
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,Hawaii,(808) 885-4444,1,0,0,7/1/17,12/1/19,0,0,55,4.2,66,3.6,198,18.1,78,9.6,78,6.5,112,1.1,0,0,0,0,25,18.7,55,23.1,35,4,132,15.2,66,16.5
121300,KAUAI VETERANS MEMORIAL HOSPITAL,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796,Kauai,(808) 338-9431,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15.2,0,0
121301,KAU HOSPITAL,1 KAMANI STREET,PAHALA,HI,96777,Hawaii,(808) 928-8331,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121302,KOHALA HOSPITAL,54-383 HOSPITAL ROAD,KAPAAU,HI,96755,Hawaii,(808) 889-6211,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121303,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,KAUNAKAKAI,HI,96748,Maui,(808) 553-5331,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121304,KAHUKU MEDICAL CENTER,56-117 PUALALEA STREET,KAHUKU,HI,96731,Honolulu,(808) 293-9221,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121305,LANAI COMMUNITY HOSPITAL,628 7TH STREET,LANAI CITY,HI,96763,Maui,(808) 565-8450,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD,KAPAA,HI,96746,Kauai,(808) 822-4961,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121307,HALE HO'OLA HAMAKUA,45-547 PLUMERIA STREET,HONOKAA,HI,96727,Hawaii,(808) 932-4100,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121308,KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,Maui,(808) 878-1221,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123300,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,1319 PUNAHOU STREET,HONOLULU,HI,96826,Honolulu,(808) 983-6000,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123301,SHRINERS HOSPITAL FOR CHILDREN,1310 PUNAHOU STREET,HONOLULU,HI,96826,Honolulu,(808) 941-4466,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,Twin Falls,(208) 814-1000,0,164,3.4,7/1/17,12/1/19,164,3.4,316,-12,485,-5.6,1857,21.2,59,12.9,59,5.8,1298,0.9,164,16.1,0,0,160,18.5,316,19.3,330,3.4,932,16.2,485,15.6
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,Nez Perce,(208) 799-5300,0,104,-34.6,7/1/17,12/1/19,104,-34.6,205,8,265,-0.3,1000,17.3,230,10.7,230,8,404,0.8,104,15,0,0,158,19.3,205,22.6,222,4.4,555,16.1,265,17.5
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,Ada,(208) 381-2222,0,375,-17.7,7/1/17,12/1/19,375,-17.7,531,-7.2,619,-19.8,554,18.1,911,9.2,911,6.6,1590,0.9,375,15.4,112,12.8,277,18.5,531,21.7,707,3.4,2000,13.9,619,14.5
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,Ada,(208) 367-2121,0,198,-26.1,7/1/17,12/1/19,198,-26.1,283,-8.7,220,0.8,453,17.7,80,11.2,80,5.6,755,1.3,198,14.8,96,12.7,155,18.6,283,20.7,733,3.7,1349,14.9,220,16
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,4300 E FLAMINGO AVE,NAMPA,ID,83687,Canyon,(208) 205-0050,0,110,-24.6,7/1/17,12/1/19,110,-24.6,150,-45.6,194,-19.3,252,15,94,12.9,94,7.3,176,1.1,110,15.5,0,0,90,19.7,150,19.6,135,4.5,383,15,194,15.1
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,Canyon,(208) 459-4641,1,0,0,7/1/17,12/1/19,0,0,88,-7.9,109,-24,483,18.9,0,0,0,0,328,1.1,0,0,0,0,47,18.7,88,20.1,125,4.1,198,15.2,109,16.2
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,Bonneville,(208) 529-6210,0,256,-13.3,7/1/17,12/1/19,256,-13.3,237,-42.9,376,1.3,176,16.1,0,0,0,0,529,1.2,256,13.9,92,12.7,94,19.7,237,18.1,142,4.5,1129,13.9,376,15.7
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,ID,83440,Madison,(208) 359-6900,1,0,0,7/1/17,12/1/19,0,0,39,-33.9,79,-2.5,427,16.3,0,0,0,0,187,1,0,0,0,0,0,0,39,20.2,149,4,133,15.2,79,15.6
130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,Bannock,(208) 239-1000,0,113,5.8,7/1/17,12/1/19,113,5.8,190,-12.7,286,7.3,515,18.7,126,12.4,126,6.6,500,1,113,15.7,26,12.4,88,21.2,190,19.5,383,4.2,677,15.5,286,16.6
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,Ada,(208) 422-1000,0,48,7,7/1/17,12/1/19,48,7,329,-17.8,296,-17.4,0,0,0,0,0,0,0,0,48,16,0,0,187,19.2,329,23.4,217,4.5,763,16.5,296,17.1
130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,Kootenai,(208) 625-4000,0,292,-13.6,7/1/17,12/1/19,292,-13.6,430,-17.1,456,-23.4,3411,14.7,239,8.9,239,9.1,930,0.9,292,14.3,174,10.5,250,17.5,430,20.2,471,3.4,1359,14,456,15.2
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,Ada,(208) 373-5000,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,278,0.8,0,0,0,0,0,0,0,0,87,3.9,77,15.4,0,0
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,Bonneville,(208) 557-2700,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,531,16.8,368,12.1,368,6.3,929,0.8,0,0,0,0,0,0,0,0,591,3.4,179,15.7,0,0
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,Kootenai,(208) 262-2300,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,853,16.3,0,0,0,0,318,1,0,0,0,0,0,0,0,0,398,3.8,203,14.4,0,0
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 W ST LUKES DRIVE STE 250,NAMPA,ID,83687,Canyon,(208) 505-2000,1,0,0,7/1/17,12/1/19,0,0,90,-11.9,120,-32.7,32,16.6,44,12.1,44,5.3,251,1,0,0,0,0,63,20.1,90,21.1,31,4.5,272,15.2,120,14.9
130073,GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN STREET,BLACKFOOT,ID,83221,Bingham,(208) 782-2900,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130074,"IDAHO FALLS COMMUNITY HOSPITAL, LLC",2327 CORONADO ST,IDAHO FALLS,ID,83404,Bonneville,(208) 528-1000,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131301,BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,Boundary,(208) 267-3140,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,102,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131302,NORTH CANYON MEDICAL CENTER,267 NORTH CANYON DR,GOODING,ID,83330,Gooding,(208) 934-4433,1,0,0,7/1/17,12/1/19,0,0,27,8.9,43,-35.4,43,16.7,0,0,0,0,0,0,0,0,0,0,0,0,27,21.8,26,4.4,84,15,43,15.9
131303,NELL J REDFIELD MEMORIAL HOSPITAL,150 NORTH 200 WEST,MALAD,ID,83252,Oneida,(208) 766-2231,1,0,0,7/1/17,12/1/19,0,0,0,0,43,-14.5,57,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15.2,43,15.8
131304,POWER COUNTY HOSPITAL DISTRICT,510 ROOSEVELT STREET,AMERICAN FALLS,ID,83211,Power,(208) 226-3200,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,Lemhi,(208) 756-5600,0,0,0,7/1/17,12/1/19,0,0,27,-20.5,34,-13.6,0,0,0,0,0,0,0,0,0,0,0,0,29,19.8,27,22.5,86,4.5,68,15.3,34,16.3
131307,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,Washington,(208) 549-0370,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,138,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3.7,26,15.4,0,0
131308,CASCADE MEDICAL CENTER,402 LAKE CASCADE PARKWAY,CASCADE,ID,83611,Valley,(208) 382-4242,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131309,CARIBOU MEMORIAL HOSPITAL,300 SOUTH 3RD WEST,SODA SPRINGS,ID,83276,Caribou,(208) 547-3341,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15.6,0,0
131310,ST LUKE'S JEROME,709 NORTH LINCOLN AVENUE,JEROME,ID,83338,Jerome,(208) 814-9500,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131311,ST LUKE'S ELMORE MEDICAL CENTER,895 NORTH 6TH EAST,MOUNTAIN HOME,ID,83647,Elmore,(208) 587-8401,1,0,0,7/1/17,12/1/19,0,0,0,0,56,-16,195,16.9,0,0,0,0,0,0,0,0,0,0,48,19.2,0,0,0,0,62,15.2,56,16.2
131312,ST LUKE'S MCCALL,1000 STATE STREET,MCCALL,ID,83638,Valley,(208) 630-2395,1,0,0,7/1/17,12/1/19,0,0,0,0,32,-16,330,17.2,0,0,0,0,73,1,0,0,0,0,0,0,0,0,137,3.4,75,15.3,32,16.6
131313,TETON VALLEY HOSPITAL,120 EAST HOWARD AVE,DRIGGS,ID,83422,Teton,(208) 354-2383,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131314,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,KELLOGG,ID,83837,Shoshone,(208) 784-1221,1,0,0,7/1/17,12/1/19,0,0,0,0,61,-11.8,176,18.3,0,0,0,0,0,0,0,0,0,0,39,19.1,0,0,0,0,67,15.7,61,16.1
131315,SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,GRANGEVILLE,ID,83530,Idaho,(208) 983-1700,1,0,0,7/1/17,12/1/19,0,0,35,-23,64,1.8,0,0,0,0,0,0,0,0,0,0,0,0,27,19.1,35,22,0,0,75,15.6,64,18.1
131316,BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,MONTPELIER,ID,83254,Bear Lake,(208) 847-1630,1,0,0,7/1/17,12/1/19,0,0,0,0,33,-32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15.5,33,16.4
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,Benewah,(208) 245-5551,1,0,0,7/1/17,12/1/19,0,0,0,0,49,-28,45,16.6,0,0,0,0,0,0,0,0,0,0,28,18.9,0,0,27,4,65,15.3,49,16.1
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,83617,Gem,(208) 365-3561,1,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,Minidoka,(208) 436-0481,0,0,0,7/1/17,12/1/19,0,0,33,-44.5,45,-29.2,0,0,0,0,0,0,44,1,0,0,0,0,34,19.3,33,20.7,78,4.2,81,15.5,45,16.3
